movieId,imdbId,tmdbId,title,popularity,vote_average,vote_count,genres,keywords,directors,actors
3178,174856,10400.0,The Hurricane,5.716009,7.2,401.0,Drama,prison|boxer|boxing match|biography,Norman Jewison,"Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah|Dan Hedaya|Debbi Morgan|Clancy Brown|David Paymer|Harris Yulin|Rod Steiger|Badja Djola|Vincent Pastore|Al Waxman|David Lansbury|Garland Whitt|Chuck Cooper|Brenda Denmark|Marcia Bennett|Beatrice Winde|Mitchell Taylor Jr.|Bill Raymond|Merwin Goldsmith|John A. MacKay|Donnique Privott|Moynan King|Gary DeWitt Marshall|John Christopher Jones|Gwendolyn Mulamba|Richard M. Davidson|George T. Odom|Tonye Patano|Fulvio Cecere|Phillip Jarrett|Rodney ""Bear"" Jackson|Judi Embden|Terry Claybon|Ben Bray|Michael Justus|Kenneth McGregor|Frank Proctor|Peter Wylie|David Gray|Joe Matheson|Bill Lake|Robin Ward|Pippa Pearthree|Jean Daigle|Rob Evans|Scott Gibson|Ann Holloway|Bruce McFee|Conrad Bergschneider|Satori Shakoor|Zoran Radusinovic|Michael Bodnar|Carson Manning|Debrah Ellen Waller|Richard Litt|Adam Large|Peter Graham|Satori Shakoor|Zoran Radusinovic|Stephen Lee Wright|Michael Bodnar|Carson Manning|Debrah Ellen Waller|Richard Litt|Adam Large|George Masswohl|Lawrence Sacco|David Frisch|Ralph Brown|Dyron Holmes|Ryan Williams|Bruce Vavrina|Brenda Braxton|Christopher Riordan|Harry Davis"
3179,145653,10397.0,Angela's Ashes,4.496585,7.0,59.0,Drama,emigrant|irish-american|hunger|socially deprived family|famine|alcohol|brooklyn new york city,Alan Parker,Emily Watson|Robert Carlyle|Joe Breen|Michael Legge|Ciaran Owens|J.J. Murphy|Johnny  Murphy|Ronnie Masterson|Pauline McLynn|Liam Carney|Eanna MacLiam|Shane Murray-Corcoran|Devon Murray|Peter Halpin|Frank Laverty|James Mahon|Laurence Kinlan|Des McAleer|Brendan McNamara|Maria McDermottroe|Gerard McSorley|Eamonn Owens|Phelim Drew|Brendan O'Carroll|Danny O'Carroll|Alan Parker|Stephen Marcus
3180,196857,20761.0,Play It to the Bone,4.3476089999999985,5.7,53.0,Comedy|Drama,sport,Ron Shelton,Antonio Banderas|Woody Harrelson|Lolita Davidovich|Tom Sizemore|Lucy Liu|Robert Wagner|Richard Masur|Willie Garson|Cylk Cozart|Jack Carter|Aida Turturro|Dana Lee|Mike Tyson|Kevin Costner|Wesley Snipes|James Woods|Natasha Gregson Wagner|Drew Carey|Jennifer Tilly|Tony Curtis|Gennifer Flowers|Linnea Quigley|Rod Stewart|Henry G. Sanders
3181,120866,12524.0,Titus,7.295333,6.5,76.0,Drama|History|Thriller,shakespeare|rome|loss of son|repayment|battle for power|command|woman director,Julie Taymor,Anthony Hopkins|Jessica Lange|Jonathan Rhys Meyers|Matthew Rhys|Osheen Jones|Dario D'Ambrosi|Raz Degan|Harry Lennix|Angus Macfadyen|Kenny Doughty|Blake Ritson|Colin Wells|Ettore Geri|Alan Cumming|Constantine Gregory|James Frain|Colm Feore|Geraldine McEwan|Laura Fraser|Tresy Taddei|Bah Souleymane|Antonio Manzini|Leonardo Treviglio|Giacomo Gonnella|Carlo Medici|Emanuele Vezzoli|Hermann Weiskopf|Christopher Ahrens|Vito Fasano|Maurizio Rapotec|Bruno Bilotta
3182,192335,28216.0,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1.157478,6.3,17.0,Documentary,neo-nazi|prison|gallows|coffee|auschwitz|gas chamber|execution|hanging|denial,Errol Morris,Fred A. Leuchter Jr.|Robert Jan Van Pelt|David Irving|Caroline Leuchter
3183,174268,36773.0,The Third Miracle,2.269601,6.1,16.0,Drama,woman director,Agnieszka Holland,Ed Harris|Anne Heche|Armin Mueller-Stahl|Charles Haid|Ken James|Barbara Sukowa
3185,120834,10219.0,Snow Falling on Cedars,2.813811,6.3,32.0,Drama|Romance,journalist|japanese|wife|fisherman|war|bias|trial,Scott Hicks,Ethan Hawke|Youki Kudoh|Reeve Carney|Anne Suzuki|Rick Yune|Max von Sydow|James Rebhorn|James Cromwell|Richard Jenkins|Arija Bareikis|Eric Thal|Celia Weston|Daniel von Bargen|Akira Takayama|Ako|Cary-Hiroyuki Tagawa|Zak Orth|Max Wright|Sam Shepard|Caroline Kava|Jan Rubes|Sheila Moore|Zeljko Ivanek
3186,172493,3558.0,"Girl, Interrupted",8.285062,7.6,747.0,Drama,based on novel|suicide attempt|puberty|biography|borderline personality disorder,James Mangold,Winona Ryder|Angelina Jolie|Clea DuVall|Brittany Murphy|Elisabeth Moss|Vanessa Redgrave|Whoopi Goldberg|Jared Leto|Jeffrey Tambor|Travis Fine|Angela Bettis|Jillian Armenante|Drucie McDaniel|Christina Myers|Mary Kay Place|KaDee Strickland|Misha Collins
3188,208261,41276.0,The Life and Times of Hank Greenberg,0.136087,4.0,2.0,Documentary|Family,,Aviva Kempner,
3189,156812,17908.0,My Dog Skip,7.061185000000001,6.5,71.0,Comedy|Drama|Family,mississippi|childhood memory|dog,Jay Russell,Frankie Muniz|Diane Lane|Kevin Bacon|Luke Wilson|Chaon Cross|Harry Connick Jr.
3190,134983,10384.0,Supernova,5.496624,4.9,109.0,Horror|Science Fiction|Thriller,black people|starships|future|star|blast,Walter Hill|Jack Sholder,James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli|Robin Tunney|Wilson Cruz|Eddy Rice Jr.|Knox White|Kerrigan Mahan|Vanessa Marshall|Kevin Sizemore
3192,169302,48233.0,The Terrorist,0.154526,8.1,4.0,Drama,,Santosh Sivan,Ayesha Dharker|K. Krishna|Vishwas|Sonu Sisupal
3194,70903,10236.0,The Way We Were,13.377996,7.1,87.0,Drama|Romance,communist|politics|anti-communism,Sydney Pollack,Barbra Streisand|Robert Redford|Bradford Dillman|Lois Chiles|Патрик О’Нил|Viveca Lindfors|Allyn Ann McLerie|Murray Hamilton|Herb Edelman|Diana Ewing|Sally Kirkland|Marcia Mae Jones|Don Keefer|George Gaynes|Eric Boles|James Woods|Brendan Kelly
3196,46359,632.0,Stalag 17,9.47371,7.6,143.0,Comedy|Drama|War,chess|spy|german|plant|guard|escape|security|christmas,Billy Wilder,William Holden|Don Taylor|Otto Preminger|Robert Strauss|Harvey Lembeck|Richard Erdman|Peter Graves|Neville Brand|Sig Ruman|Michael Moore|Peter Baldwin|Robinson Stone|Robert Shawley|William Pierson|Gil Stratton|Jay Lawrence|Erwin Kalser|Edmund Trzcinski
3197,95897,11851.0,The Presidio,3.768935,5.7,80.0,Action|Adventure|Crime|Drama|Mystery|Thriller,competition|san francisco|court case|investigator|adversary|military service|home|suspense,Peter Hyams,Sean Connery|Mark Harmon|Meg Ryan|Jack Warden|Jenette Goldstein|Mark Blum|Dana Gladstone
3198,70511,5924.0,Papillon,15.698432999999998,7.8,445.0,Crime|Drama,prison|escape from prison|devil's island,Franklin J. Schaffner,Steve McQueen|Dustin Hoffman|Victor Jory|Don Gordon|Anthony Zerbe|Robert Deman|Woodrow Parfrey|Bill Mumy|George Coulouris|Ratna Assan|William Smithers|Val Avery|Gregory Sierra|Vic Tayback|Mills Watson|Ron Soble|Barbara Morrison|Don Hanmer|E.J. André|Richard Angarola|Jack Denbo|Len Lesser|John Quade|Fred Sadoff|Allen Jaffe|Liam Dunn
3199,50815,33734.0,Pal Joey,2.774084,5.9,16.0,Comedy|Music|Romance,san francisco|nightclub|singer|musical number|female singer,George Sidney,Frank Sinatra|Kim Novak|Rita Hayworth|Barbara Nichols|Bobby Sherwood|Hank Henry|Elizabeth Patterson
3200,70290,14886.0,The Last Detail,4.3446120000000015,7.1,85.0,Comedy|Drama,taxi|sailor|road movie,Hal Ashby,Jack Nicholson|Otis Young|Randy Quaid|Clifton James|Carol Kane|Michael Moriarty|Luana Anders|Kathleen Miller|Nancy Allen|Gerry Salsberg|Don Charles McGovern|Gilda Radner
3201,65724,26617.0,Five Easy Pieces,9.721297,7.2,114.0,Drama,road trip|drifter|class differences,Bob Rafelson,Jack Nicholson|Susan Anspach|Karen Black|Billy Green Bush|William Challee|Fannie Flagg|Sally Struthers|Lois Smith|Toni Basil|John P. Ryan|Irene Dailey|Ralph Waite|Marlena MacGuire|Helena Kallianiotes|Richard Stahl|Lorna Thayer
3202,65436,11900.0,Even Dwarfs Started Small,0.8549629999999999,6.6,27.0,Comedy|Drama,rage and hate|malice|small person|insurrection|independent film|teacher|trenches,Werner Herzog,Helmut Döring|Paul Glauer|Gisela Hertwig|Hertel Minkner|Gertrud Piccini|Marianne Saar|Brigitte Saar|Gerd Gickel|Erna Gschwendtner|Gerhard Maerz|Alfredo Piccini|Erna Smollarz|Lajos Zsarnoczay|Pepi Hermine
3203,97162,10493.0,Dead Calm,13.464246,6.6,178.0,Crime|Thriller|Horror|Drama,loss of son|sense of guilt|toxic|shipwreck|married couple|australian|yacht|australia|car crash,Phillip Noyce,Nicole Kidman|Sam Neill|Billy Zane|George Shevtsov|Rod Mullinar|Joshua Tilden|Michael Long
3204,77269,16241.0,The Boys from Brazil,5.923299,6.6,102.0,Horror|Drama|Thriller|Science Fiction,third reich,Franklin J. Schaffner,Gregory Peck|Laurence Olivier|James Mason|Lilli Palmer|Uta Hagen|Steve Guttenberg|Denholm Elliott|Rosemary Harris|John Dehner|John Rubinstein|Bruno Ganz|Anne Meara|Walter Gotell|Wolfgang Preiss|Michael Gough|Linda Hayden|Günter Meisner|Jeremy Black
3205,54067,27632.0,Black Sunday,4.683413,7.2,79.0,Horror,witch|vampire|crypt|gothic horror,Mario Bava,Barbara Steele|John Richardson|Ivo Garrani|Arturo Dominici|Enrico Olivieri|Andrea Checchi|Antonio Pierfederici|Tino Bianchi|Clara Bindi|Mario Passante|Renato Terra|Germana Dominici
3206,86859,22160.0,Against All Odds,3.027195,5.7,40.0,Action|Adventure|Crime|Drama|Mystery|Romance|Thriller,adventure|american football player|film noir,Taylor Hackford,Jeff Bridges|Rachel Ward|James Woods|Alex Karras|Jane Greer|Richard Widmark|Dorian Harewood|Swoosie Kurtz|Saul Rubinek
3207,45162,4460.0,The Snows of Kilimanjaro,1.7990270000000002,6.1,18.0,Action|Adventure|Drama|Romance,africa|ex-lover|safari|adventure|countess,Henry King,Gregory Peck|Susan Hayward|Ava Gardner|Hildegard Knef|Leo G. Carroll|Torin Thatcher|Ava Norring|Helene Stanley|Marcel Dalio|Vicente Gómez|Richard Allan|Leonard Carey
3208,107659,9644.0,National Lampoon's Loaded Weapon 1,11.511683,5.7,161.0,Comedy,cocaine|police|spoof|los angeles,Gene Quintano,Emilio Estevez|Samuel L. Jackson|Jon Lovitz|Tim Curry|Kathy Ireland|Whoopi Goldberg|William Shatner|Frank McRae|F. Murray Abraham|Richard Moll|Denis Leary|Charlie Sheen|Corey Feldman|Bruce Willis|Lance Kinsey|Bill Nunn|Lin Shaye|James Doohan|Denise Richards|Phil Hartman|Charles Cyphers|Charles Napier|Rick Ducommun|Paul Gleason|Joyce Brothers
3210,83929,13342.0,Fast Times at Ridgemont High,14.658885,7.0,330.0,Comedy,sex|based on novel|nudity|friendship|high school|shopping mall|bikini|bong|teacher|coming of age|marijuana|loss of virginity|drug humor|teen movie|rock 'n' roll|stoner|teen comedy|dream sequence|convenience store|teenage pregnancy|woman director|abortion,Amy Heckerling,Sean Penn|Jennifer Jason Leigh|Judge Reinhold|Phoebe Cates|Brian Backer|Robert Romanus|Ray Walston|Scott Thomson|Vincent Schiavelli|Amanda Wyss|D.W. Brown|Forest Whitaker|Kelli Maroney|Tom Nolan|Blair Tefkin|Eric Stoltz|James Russo|Nicolas Cage|Patrick Brennan|James Bolt|Anthony Edwards|Pamela Springsteen|Martin Brest|David Price|Stuart Cornfeld|Taylor Negron|Shelly O'Neill|Sonny Carl Davis|Nancy Wilson|Lana Clarkson|Lori Sutton|Ava Lazar|Douglas Brian Martin|Steven M. Martin
3211,94924,35119.0,A Cry in the Dark,3.970538,6.4,49.0,Drama,camp|court case|nightmare|baby-snatching|private life|australia|innocent|grief|jail|trial|wild animal|courtroom,Fred Schepisi,Meryl Streep|Sam Neill|Dale Reeves|David Hoflin|Jason Reason|Michael Wetter|Kane Barton|Trent Roberts|Jane Coker|Rae-Leigh Henson|Nicolette Minster|Debra Lawrance|John Howard
3213,106364,14919.0,Batman: Mask of the Phantasm,7.291139999999999,7.4,218.0,Action|Adventure|Animation|Family,dc comics|based on comic|super powers,Bruce Timm|Eric Radomski,"Kevin Conroy|Mark Hamill|Dana Delany|Hart Bochner|Abe Vigoda|Stacy Keach|Efrem Zimbalist, Jr.|Robert Costanzo|Bob Hastings|Dick Miller|John P. Ryan|Arleen Sorkin|Jeff Bennett|Ed Gilbert|Marilu Henner|Pat Musick|Thom Pinto|Neil Ross|Vernee Watson-Johnson"
3214,88707,14040.0,American Flyers,5.50751,6.1,33.0,Drama,bicycle|sport|cycle,John Badham,Kevin Costner|David Marshall Grant|Rae Dawn Chong|Alexandra Paul
3216,66380,17343.0,Vampyros Lesbos,3.047838,5.5,29.0,Horror,female nudity|sex|vampire|seduction|sexploitation,Jesús Franco,Soledad Miranda|Ewa Strömberg|Dennis Price|Paul Müller|Heidrun Kussin|Andrés Monales|José Martínez Blanco|Michael Berling|Jesús Franco|Beni Cardoso
3217,29606,22692.0,A Star Is Born,2.5375080000000003,6.3,24.0,Drama,waitress|show business|wife husband relationship|hollywood|alcohol|movie star|film industry,William A. Wellman,Janet Gaynor|Fredric March|Adolphe Menjou|May Robson|Andy Devine|Lionel Stander|Owen Moore|Peggy Wood|Elizabeth Jenns|Edgar Kennedy|J.C. Nugent|Guinn Williams|Clara Blandick|Franklin Pangborn|Jed Prouty|Clarence Wilson|Jonathan Hale|Edwin Maxwell|Carole Landis|Dennis O'Keefe|Fred 'Snowflake' Toones|Robert Emmet O'Connor|Wade Boteler|Sidney Bracey|Pat Flaherty|Francis Ford|Chris-Pin Martin|Tom Ricketts|Joe Gray|Marshall Neilan|Jane Barnes|Edward Hearn|I. Stanford Jolley|Harry C. Bradley
3218,102687,47620.0,Poison,1.924535,6.4,15.0,Drama|Horror|Science Fiction,prison|sexuality|drama|horror|love|independent film|science fiction|punishment|blood|scientist,Todd Haynes,Edith Meeks|Millie White|Buck Smith|Anne Giotta |John Leguizamo
3219,100318,2990.0,Pacific Heights,4.817146,6.0,83.0,Crime|Thriller,san francisco|cheat|staircase|attempted murder|con man|run|lodger|suspense|extreme violence|psychopathy,John Schlesinger,Melanie Griffith|Matthew Modine|Michael Keaton|Mako|Nobu McCarthy|Laurie Metcalf|Carl Lumbly|Dorian Harewood|Luca Bercovici|Tippi Hedren|Sheila McCarthy|Beverly D'Angelo|Guy Boyd|Dan Hedaya|Miriam Margolyes|James Staley|Takayo Fischer
3221,83851,10831.0,The Draughtsman's Contract,2.444637,6.9,44.0,Comedy|Mystery|Romance,adultery|drawing and painting,Peter Greenaway,Anthony Higgins|Janet Suzman|Dave Hill|Anne-Louise Lambert|Hugh Fraser|Neil Cunningham|David Meyer|Tony Meyer|Nicholas Amer|Suzan Crowley|Lynda La Plante|Michael Feast|David Gant|Alastair Cumming|Steve Ubels
3223,90366,33078.0,A Zed & Two Noughts,3.464385,6.8,31.0,Comedy|Drama,,Peter Greenaway,Frances Barber|Joss Ackland|Brian Deacon|Eric Deacon|Geoffrey Palmer|Andréa Ferréol|Jim Davidson|Wolf Kahler|Ken Campbell|Guusje van Tilborgh|Agnès Brulet
3224,58625,16672.0,Woman in the Dunes,9.768832000000002,8.1,88.0,Drama|Thriller,art house|japanese new wave,Hiroshi Teshigahara,Eiji Okada|Kyoko Kishida|Ginzô Sekiguchi|Kôji Mitsui|Sen Yano|Hiroko Itô
3225,186975,10472.0,Down to You,3.847088,4.9,71.0,Comedy|Drama|Family|Romance,lovesick|new love|love of one's life|man-woman relation|love,Kris Isacsson,Freddie Prinze Jr.|Julia Stiles|Selma Blair|Shawn Hatosy|Zak Orth|Ashton Kutcher|Rosario Dawson|Henry Winkler|Lucie Arnaz|Lauren German|Zay Harding
3232,16332,32600.0,Seven Chances,4.590055,7.3,49.0,Comedy|Romance,clock|countdown|bride|time|rock|inheritance|church|millionaire|avalanche,Buster Keaton,Buster Keaton|T. Roy Barnes|Snitz Edwards|Ruth Dwyer|Frances Raymond|Erwin Connelly|Jules Cowles|Jean Arthur|Rosalind Byrne|Constance  Talmadge|Lori Bara|Bartine Burkett|Louise Carver|Doris Deane|Hazel Deane|Eugenia Gilbert|Rosa Gore|Jean C. Havez|Judy King|Kate Price|Julian Rivero|S.D. Wilcox
3235,81748,13005.0,Where the Buffalo Roam,3.2166080000000004,6.1,48.0,Comedy|Drama,journal|writing|biography|historical figure|lawyer|drug use|writer,Art Linson,Bill Murray|Peter Boyle|Bruno Kirby|Rene Auberjonois|R. G. Armstrong|Danny Goldman|Rafael Campos|DeWayne Jessie|Mark Metcalf|Joseph Ragno|Sonny Carl Davis|Leonard Frey|Leonard Gaines|Jon Shear|Quinn K. Redeker|Lisa Taylor|Craig T. Nelson
3238,120662,18681.0,Eye of the Beholder,3.773058,5.3,42.0,Drama|Mystery|Thriller,beautiful woman|serial kiler|secret service|blind,Stephan Elliott,Ewan McGregor|Ashley Judd|Patrick Bergin|k.d. lang|Geneviève Bujold|Jason Priestley|Kaitlin Brown|Anne-Marie Brown|David Nerman|Steven McCarthy|Vlasta Vrána|Una Kay|Janine Theriault|Don Jordan|Michelle Sweeney|Garth Gilker|Michel Perron|Louis Negin|Gayle Garfinkle|Howard Bilerman|Leonard Farlinger|Vera Miller|Nadia Rona|Al Vandecruys|Russell Yuen
3239,141399,75531.0,Isn't She Great,0.907927,4.6,14.0,Drama|Comedy,autism,Andrew Bergman,Bette Midler|Nathan Lane|Stockard Channing|David Hyde Pierce|John Cleese|John Larroquette|Amanda Peet|Dina Spybey-Waters
3240,156639,20468.0,The Big Tease,1.1168209999999998,5.8,6.0,Comedy|Foreign,hairdresser|hairdresser,Kevin Allen,Craig Ferguson|David Rasche|Mary McCormack|Donal Logue|Nina Siemaszko|David Hasselhoff|Drew Carey|Cathy Lee Crosby|Caitlyn Jenner|Frances Fisher|Melissa Rivers
3241,201840,14521.0,The Cup,0.588543,5.9,9.0,Comedy,sport,Khyentse Norbu,Orgyen Tobgyal|Neten Chokling|Jamyang Lodro|Lama Chonjor|Lama Godhi
3243,104187,10406.0,Encino Man,8.000189,5.6,197.0,Comedy|Family,stone age|prehistoric|los angeles|cavemen|prehistoric man,Les Mayfield,Sean Astin|Brendan Fraser|Pauly Shore|Megan Ward|Robin Tunney|Michael DeLuise|Rose McGowan|Erick Avari|Michole Briana White|Patrick Van Horn|Dalton James|Rick Ducommun|Jonathan Ke Quan|Mariette Hartley|Richard Masur|Sandra Hess
3244,76095,14741.0,The Goodbye Girl,3.937139,7.3,37.0,Comedy|Romance,theatre play,Herbert Ross,Richard Dreyfuss|Marsha Mason|Quinn Cummings|Paul Benedict|Barbara Rhoades|Theresa Merritt|Michael Shawn|Patricia Pearcy|Gene Castle|Daniel Levans|Marilyn Sokol|Anita Dangler|Victoria Boothby|Robert Costanzo|Pancho González
3245,58604,32015.0,I Am Cuba,2.254539,8.0,33.0,Drama,cuba|propaganda|peasant|peace|police|cuban revolution|surreal|wealth|rebellion|student|universe|land,Mikhail Kalatozov,Sergio Corrieri|Luz María Collazo|José Gallardo|Jean Bouise|Raúl García|Celia Rodriguez|Luisa María Jiménez Rodríquez|Salvador Wood
3246,104797,1883.0,Malcolm X,14.207001000000002,7.3,377.0,Drama|History,islam|new york|prison|assassin|ku klux klan|muslim|police brutality|beach|koran|jail guard|prison cell|bible|biography|martin luther king|civil rights movement |pilgrimage|police|historical figure,Spike Lee,"Denzel Washington|Angela Bassett|Albert Hall|Al Freeman, Jr.|Delroy Lindo|Spike Lee|Theresa Randle|Kate Vernon|Lonette McKee|Tommy Hollis|James McDaniel|Ernest Lee Thomas|Jean-Claude La Marre|Peter Boyle|Karen Allen|Christopher Plummer|Larry McCoy|Maurice Sneed|Debi Mazar|Phyllis Yvonne Stickney|Scot Anthony Robinson|Sonny Jim Gaines|Joe Seneca|LaTanya Richardson Jackson|Wendell Pierce|Michael Guess|Leland Gantt|Giancarlo Esposito|Leonard L. Thomas|Roger Guenveur Smith|Craig Wasson|Graham Brown|Gerica Cox|Kristan Rai Segure|Lauren Padick|Danielle Fletcher|Robinson Frank Adu|Aleta Mitchell|Curt Williams|John Ottavino|John Reidy|Frances Foster|Reggie Montgomery|David Patrick Kelly|Gary L. Catus|Sharon Washington|Shirley Stoler|Oran 'Juice' Jones|Ricky Gordon|George Lee Miles|Raye Dowell|Veronica Webb|Abdul Salaam El Razzac|Keith Randolph Smith|George Guidall|James L. Swain|Peewee Love|Lawrence James|Steve White|K. Smith|Christopher Rubin|Mary Alice|Karen Duffy|Michael Imperioli|Steve Stapenhorst|John Sayles|Martin Donovan|Nelson Mandela|O.L. Duke"
3247,105417,2005.0,Sister Act,18.83065,6.5,713.0,Music|Comedy,church choir|witness protection|music|gospel|concert|murder|singer|witness to murder|monastery,Emile Ardolino,Whoopi Goldberg|Maggie Smith|Kathy Najimy|Wendy Makkena|Mary Wickes|Harvey Keitel|Bill Nunn|Richard Portnow|Robert Miranda|Joseph Maher|Jenifer Lewis|Charlotte Crossley|Michael Durrell|A.J. Johnson|Jeremy Roberts|Prudence Wright Holmes
3248,108147,6279.0,Sister Act 2: Back in the Habit,12.986842,5.9,384.0,Music|Comedy,music|monastery,Bill Duke,Whoopi Goldberg|Kathy Najimy|James Coburn|Barnard Hughes|Mary Wickes|Michael Jeter|Wendy Makkena|Sheryl Lee Ralph|Robert Pastorelli|Thomas Gottschalk|Maggie Smith|Lauryn Hill|Brad Sullivan|Alanna Ubach|Ron Johnson|Jennifer Love Hewitt|Devin Kamin|Prudence Wright Holmes
3249,104389,11087.0,The Hand that Rocks the Cradle,6.672714999999998,6.5,196.0,Thriller,loss of child|nanny|destroy|family's daily life|infant|rage and hate|malice|childlessness|child wish|child,Curtis Hanson,Annabella Sciorra|Rebecca De Mornay|Matt McCoy|Ernie Hudson|Madeline Zima|Julianne Moore
3250,106246,7305.0,Alive,8.662287,6.7,383.0,Action|Adventure|Drama|Thriller,rugby|stranded|survival|airplane crash|freeze|disaster movie,Frank Marshall,Ethan Hawke|Vincent Spano|Josh Hamilton|Bruce Ramsay|John Newton|David Kriegel|Kevin Breznahan|Sam Behrens|Illeana Douglas|Jack Noseworthy|Christian J. Meoli|Jake Carpenter|Michael DeLorenzo|José Zúñiga|Danny Nucci|David Cubitt|Gian DiDonna|John Cassini|Michael Woolson|Chad Willett|Richard Ian Cox|Gordon Currie|Ele Keats|Josh Lucas|Silvio Pollio|Nuno Antunes|Michael Tayles|Steven Shayler|Jason Gaffney|Jerry Wasserman|Michael Sicoly|Diana Barrington|Jan D'Arcy|Frank Pellegrino|Seth Arnett|Aurelio Dinunzio|Fiona Roeske|Tony Morelli|Pat Romano|John Malkovich
3251,88683,24735.0,Agnes of God,3.941689,6.2,40.0,Drama|Mystery,court|trial|psychiatrist|convent|novice,Norman Jewison,Jane Fonda|Anne Bancroft|Meg Tilly|Anne Pitoniak|Winston Rekert|Gratien Gélinas|Guy Hoffman|Gabriel Arcand|Françoise Faucher|Jacques Tourangeau
3252,105323,9475.0,Scent of a Woman,14.505987,7.3,763.0,Drama,suicide attempt|blindness and impaired vision|thanksgiving|boarding school|prank|colonel|student|new york city|tears,Martin Brest,Al Pacino|Chris O'Donnell|James Rebhorn|Gabrielle Anwar|Philip Seymour Hoffman|Bradley Whitford|Richard Venture|June Squibb|Frances Conroy|Rochelle Oliver|Tom Riis Farrell|Nicholas Sadler|Todd Louiso|Gene Canfield|Ron Eldard|Sally Murphy|Michael Santoro|Anh Duong|Leonard Gaines|David Lansbury|Baxter Harris|Francie Swift|William Beckwith|Peter Carew|Dan Gifford|Jack Mulcahy|Margaret Eginton|Matt Smith|Joseph Palmas|Michael Simon|Mansoor Najee-ullah|J.T. Cromwell|Paul Stocker|Mike Lisenco|Divina Cook|Russell Gibson|Carlo Giuliano|George Grafas|Luke L. Hansen|Kenneth Kopolovicz|Eric Reid Schroeder|Lucy Smith|Paul Zimmerman
3253,105793,8872.0,Wayne's World,10.180776,6.5,738.0,Music|Comedy,tv show|heavy metal|television producer|woman director,Penelope Spheeris,Mike Myers|Dana Carvey|Rob Lowe|Tia Carrere|Lara Flynn Boyle|Chris Farley|Brian Doyle-Murray|Michael DeLuise|Donna Dixon|Meat Loaf|Robert Patrick|Alice Cooper|Ed O'Neill|Colleen Camp|Lee Tergesen|Kurt Fuller|Mike Hagerty|Charles Noland
3254,108525,8873.0,Wayne's World 2,10.931683,5.8,281.0,Music|Comedy,love of one's life|tv show|talk show|kiss|rock|concert,Stephen Surjik,Mike Myers|Dana Carvey|Christopher Walken|Tia Carrere|Chris Farley|James Hong|Rip Taylor|Steven Tyler|Joe Perry|Heather Locklear|Bob Odenkirk|Robert Smigel|Kim Basinger|Drew Barrymore|Harry Shearer|Jay Leno|Charlton Heston|Tim Meadows|Kevin Pollak|Lee Tergesen|Ralph Brown|Dan Bell|Gavin Grazer|Michael A. Nickles|Larry Sellers|Frank DiLeo|Olivia d'Abo|Ted McGinley|Al Hansen
3255,104694,11287.0,A League of Their Own,10.852038,6.8,362.0,Comedy,baseball|world war ii|sport|baseball player|female athlete|woman director|1940s,Penny Marshall,Tom Hanks|Geena Davis|Madonna|Lori Petty|Jon Lovitz|David Strathairn|Garry Marshall|Bill Pullman|Megan Cavanagh|Rosie O'Donnell|Tracy Reiner|Bitty Schram|Don S. Davis|Renée Coleman|Ann Cusack|Eddie Jones|Freddie Simpson|Anne Ramsay|Robin Knight|Patti Pelton|Kelli Simpkins|Neezer Tarleton|Téa Leoni|David L. Lander|Joey Slotnick|Mark Holton|Janet Jones
3256,105112,9869.0,Patriot Games,11.075674,6.4,440.0,Drama|Action|Thriller|Crime,assassin|assassin|repayment|ira|jack ryan,Phillip Noyce,Harrison Ford|Anne Archer|Patrick Bergin|Thora Birch|James Fox|Samuel L. Jackson|Polly Walker|J.E. Freeman|James Earl Jones|Sean Bean|Richard Harris|Alex Norton|Hugh Fraser|David Threlfall|Alun Armstrong|Berlinda Tolbert|Gerald Sim|Pip Torrens|Thomas Russell|Andrew Connolly|Keith Campbell|Jonathan Ryan|P.H. Moriarty|Bob Gunton|Ted Raimi|Brenda James
3257,103855,619.0,The Bodyguard,9.805017,6.2,681.0,Thriller|Action|Drama|Music|Romance,sister sister relationship|anonymous letter|diva|bodyguard|oscar award|los angeles,Mick Jackson,Whitney Houston|Kevin Costner|Michele Lamar Richards|Ralph Waite|Gary Kemp|Bill Cobbs|Tomas Arana|Mike Starr|Christopher Birt|DeVaughn Nixon|Debbie Reynolds|Gerry Bamman|Joe Urla|Charles Keating|Robert Wuhl|Danny Kamin|Richard Schiff|Nathaniel Parker|Bert Remsen|Stephen Shellen|Chris Connelly|Patricia Healy|Blumen Young|Linda Thompson|Towanna King|David Foster
3258,104070,9374.0,Death Becomes Her,11.017417,6.3,655.0,Fantasy|Comedy,jealousy|beauty|immortal|rivalry|potion|drink,Robert Zemeckis,Meryl Streep|Bruce Willis|Goldie Hawn|Isabella Rossellini|Ian Ogilvy|Adam Storke|Nancy Fish|Alaina Reed Hall|Michelle Johnson|Sydney Pollack|Ai Wan|Mary Ellen Trainor|William Frankfather|Clement von Franckenstein|Debra Jo Rupp|Jonathan Silverman|John Enos III|Fabio|Bonnie Cahoon|Susan Kellermann
